year,ID,start_V,end_V,LMI,duration_before_LMI,duration_after_LMI,intensity_range_1,intensity_range_2,total_intensity_range,start_P,end_P,LMP,type,start_lat,LMI_lat,end_lat
2019,WP112019,35.0,36.0,100.0,55.5,196.5,65.0,64.0,129.0,1000.0,982.0,965.0,long,17.8,22.1,41.9
2020,WP112020,35.0,33.0,135.0,79.5,82.5,100.0,102.0,202.0,1000.0,981.0,910.0,medium,21.5,22.2,41.2
2022,WP112022,35.0,43.0,95.0,43.5,46.5,60.0,52.0,112.0,1000.0,994.0,970.0,short,24.0,32.9,43.9
2023,WP112023,35.0,23.0,70.0,25.5,148.5,35.0,47.0,82.0,1002.0,1003.0,994.0,medium,12.9,16.7,31.9
2024,WP112024,35.0,23.0,115.0,145.5,118.5,80.0,92.0,172.0,1006.0,1004.0,935.0,long,16.7,28.7,34.4
1982,WP121982,35.0,26.0,125.0,67.5,172.5,90.0,99.0,189.0,994.0,1004.0,920.0,long,20.5,22.9,38.3
1983,WP121983,35.0,30.0,55.0,13.5,67.5,20.0,25.0,45.0,1000.0,1004.0,980.0,short,19.0,19.3,20.2
1985,WP121985,35.0,23.0,90.0,85.5,139.5,55.0,67.0,122.0,1002.0,1012.0,955.0,long,17.4,28.2,37.0
1986,WP121986_1,34.0,48.0,110.0,160.5,160.5,76.0,62.0,138.0,994.0,976.0,925.0,long,18.4,21.9,38.0
1987,WP121987,35.0,20.0,35.0,1.5,49.5,0.0,15.0,15.0,1004.0,1006.0,1004.0,short,15.9,15.9,18.6
1988,WP121988,35.0,38.0,75.0,91.5,34.5,40.0,37.0,77.0,994.0,995.0,970.0,medium,30.9,34.1,44.6
1990,WP121990,35.0,40.0,65.0,55.5,46.5,30.0,25.0,55.0,992.0,991.0,975.0,medium,26.3,32.3,45.1
1991,WP121991,35.0,25.0,95.0,61.5,61.5,60.0,70.0,130.0,994.0,998.0,960.0,medium,18.8,20.3,17.0
1992,WP121992,35.0,25.0,40.0,19.5,94.5,5.0,15.0,20.0,1000.0,1000.0,996.0,medium,18.5,19.5,37.1
1993,WP121993,35.0,48.0,65.0,31.5,22.5,30.0,17.0,47.0,994.0,992.0,975.0,short,24.3,31.7,40.1
1994,WP121994,35.0,48.0,65.0,67.5,64.5,30.0,17.0,47.0,994.0,997.0,985.0,medium,27.3,28.7,41.4
1995,WP121995,35.0,35.0,130.0,85.5,61.5,95.0,95.0,190.0,1002.0,998.0,945.0,medium,14.8,19.0,24.4
1996,WP121996,35.0,20.0,75.0,73.5,112.5,40.0,55.0,95.0,1012.0,1000.0,980.0,medium,26.8,30.5,42.7
1997,WP121997,35.0,40.0,90.0,133.5,97.5,55.0,50.0,105.0,998.0,990.0,955.0,long,14.1,20.9,37.5
1999,WP121999,35.0,23.0,50.0,13.5,70.5,15.0,27.0,42.0,985.0,998.0,980.0,short,26.1,27.0,33.6
2000,WP122000,35.0,25.0,40.0,7.5,31.5,5.0,15.0,20.0,998.0,1008.0,996.0,short,11.4,12.2,16.6
2001,WP122001,35.0,38.0,120.0,61.5,124.5,85.0,82.0,167.0,1004.0,999.0,955.0,medium,11.2,22.4,42.8
2002,WP122002,38.0,21.0,145.0,166.5,166.5,107.0,124.0,231.0,985.0,1006.0,920.0,long,12.2,20.5,38.2
2003,WP122003,35.0,29.0,90.0,43.5,109.5,55.0,61.0,116.0,1004.0,1000.0,970.0,medium,19.3,17.8,22.0
2004,WP122004,35.0,35.0,45.0,13.5,43.5,10.0,10.0,20.0,996.0,1004.0,992.0,short,21.2,20.1,23.2
2005,WP122005,35.0,37.0,65.0,73.5,46.5,30.0,28.0,58.0,1004.0,991.0,980.0,medium,23.2,33.5,44.3
2006,WP122006,35.0,23.0,45.0,16.5,40.5,10.0,22.0,32.0,993.0,1003.0,992.0,short,18.4,20.2,32.6
2007,WP122007,35.0,68.0,125.0,43.5,40.5,90.0,57.0,147.0,996.0,970.0,935.0,short,22.0,26.7,34.5
2008,WP122008,35.0,36.0,55.0,13.5,64.5,20.0,19.0,39.0,1002.0,991.0,990.0,short,28.2,30.2,43.2
2009,WP122009,40.0,36.0,65.0,67.5,34.5,25.0,29.0,54.0,1002.0,995.0,975.0,medium,22.6,33.5,42.7
2010,WP122010,35.0,21.0,105.0,79.5,70.5,70.0,84.0,154.0,1006.0,1002.0,930.0,medium,20.0,23.8,23.9
2011,WP122011,35.0,44.0,75.0,67.5,76.5,40.0,31.0,71.0,1000.0,987.0,980.0,medium,23.5,29.4,42.6
2012,WP122012,35.0,22.0,65.0,55.5,100.5,30.0,43.0,73.0,985.0,997.0,965.0,medium,25.4,27.3,29.9
2013,WP122013,35.0,25.0,75.0,73.5,73.5,40.0,50.0,90.0,994.0,998.0,965.0,medium,20.3,25.6,24.3
2014,WP122014,35.0,25.0,40.0,49.5,85.5,5.0,15.0,20.0,994.0,998.0,980.0,medium,18.8,26.1,35.9
2015,WP122015,35.0,22.0,35.0,1.5,46.5,0.0,13.0,13.0,1010.0,1011.0,1008.0,short,18.0,18.0,21.0
2016,WP122016,35.0,60.0,120.0,259.5,55.5,85.0,60.0,145.0,996.0,965.0,940.0,long,27.1,26.1,37.8
2017,WP122017,35.0,25.0,41.0,64.5,19.5,6.0,16.0,22.0,996.0,996.0,985.0,short,18.1,27.6,30.2
2018,WP122018,35.0,29.0,55.0,79.5,64.5,20.0,26.0,46.0,996.0,996.0,985.0,medium,19.8,30.7,42.7
2019,WP122019,35.0,23.0,60.0,55.5,34.5,25.0,37.0,62.0,994.0,997.0,985.0,short,15.7,22.3,24.8
2021,WP122021,35.0,23.0,35.0,1.5,82.5,0.0,12.0,12.0,1000.0,999.0,995.0,short,25.3,25.3,31.4
2022,WP122022,35.0,53.0,145.0,94.5,133.5,110.0,92.0,202.0,1008.0,978.0,920.0,long,25.0,23.1,42.0
2023,WP122023,35.0,23.0,45.0,37.5,28.5,10.0,22.0,32.0,1000.0,1005.0,998.0,short,25.7,31.9,33.9
2024,WP122024,35.0,20.0,145.0,103.5,91.5,110.0,125.0,235.0,1000.0,1000.0,915.0,medium,13.8,19.2,21.7
1982,WP131982,35.0,17.0,80.0,49.5,136.5,45.0,63.0,108.0,1000.0,1003.0,970.0,medium,10.9,13.8,25.4
1983,WP131983,35.0,19.0,50.0,31.5,79.5,15.0,31.0,46.0,1000.0,1004.0,994.0,medium,11.3,12.4,16.5
1984,WP131984,35.0,25.0,125.0,133.5,127.5,90.0,100.0,190.0,1000.0,1004.0,950.0,long,10.8,9.4,25.0
1985,WP131985,34.0,48.0,95.0,88.5,34.5,61.0,47.0,108.0,988.0,980.0,955.0,medium,21.2,28.8,40.3
1986,WP131986,35.0,19.0,90.0,403.5,73.5,55.0,71.0,126.0,990.0,1002.0,955.0,long,15.8,18.8,19.0
1987,WP131987,35.0,23.0,125.0,115.5,178.5,90.0,102.0,192.0,1002.0,975.0,915.0,long,13.6,17.0,33.9
1988,WP131988,35.0,29.0,45.0,13.5,40.5,10.0,16.0,26.0,1002.0,1003.0,996.0,short,26.7,28.5,33.3
1989,WP131989,34.0,20.0,50.0,58.5,169.5,16.0,30.0,46.0,997.0,1000.0,980.0,long,21.3,29.1,31.5
1990,WP131990,35.0,21.0,90.0,91.5,124.5,55.0,69.0,124.0,992.0,1000.0,950.0,long,18.4,21.7,25.0
1992,WP131992,35.0,25.0,50.0,25.5,67.5,15.0,25.0,40.0,994.0,1000.0,990.0,short,21.0,21.8,22.8
1993,WP131993,35.0,45.0,120.0,127.5,91.5,85.0,75.0,160.0,1000.0,992.0,940.0,long,9.3,20.9,41.0
1995,WP131995,35.0,30.0,65.0,37.5,61.5,30.0,35.0,65.0,990.0,998.0,980.0,short,17.5,18.4,18.3
1996,WP131996,35.0,43.0,95.0,163.5,88.5,60.0,52.0,112.0,996.0,985.0,955.0,long,27.6,26.3,42.6
1997,WP131997,35.0,33.0,65.0,49.5,16.5,30.0,32.0,62.0,994.0,996.0,980.0,short,17.0,22.3,25.9
1998,WP131998,35.0,30.0,45.0,25.5,13.5,10.0,15.0,25.0,998.0,1000.0,994.0,short,24.6,33.0,38.5
1999,WP131999,35.0,10.0,35.0,1.5,115.5,0.0,25.0,25.0,996.0,1004.0,992.0,medium,21.6,21.6,36.0
2000,WP132000,38.0,20.0,125.0,52.5,223.5,87.0,105.0,192.0,1002.0,1002.0,940.0,long,22.0,24.4,30.6
2001,WP132001,35.0,25.0,40.0,7.5,19.5,5.0,15.0,20.0,992.0,1002.0,992.0,short,17.9,18.1,18.2
2002,WP132002,35.0,24.0,35.0,1.5,40.5,0.0,11.0,11.0,1002.0,1003.0,1002.0,short,13.7,13.7,16.5
2003,WP132003,35.0,20.0,35.0,1.5,25.5,0.0,15.0,15.0,996.0,1004.0,993.0,short,25.5,25.5,30.5
2004,WP132004,35.0,23.0,115.0,31.5,178.5,80.0,92.0,172.0,985.0,1002.0,935.0,long,23.6,27.0,42.8
2005,WP132005,35.0,29.0,130.0,85.5,97.5,95.0,101.0,196.0,998.0,1002.0,925.0,medium,13.6,21.8,28.4
2007,WP132007,35.0,43.0,135.0,49.5,34.5,100.0,92.0,192.0,994.0,995.0,925.0,short,20.3,24.4,29.8
2008,WP132008,35.0,23.0,100.0,61.5,79.5,65.0,77.0,142.0,1004.0,1002.0,955.0,medium,15.9,18.7,23.3
2009,WP132009,35.0,48.0,50.0,103.5,34.5,15.0,2.0,17.0,990.0,980.0,980.0,medium,18.8,32.4,44.3
2010,WP132010,35.0,71.0,90.0,73.5,34.5,55.0,19.0,74.0,1008.0,961.0,945.0,medium,18.9,24.3,38.2
2012,WP132012,35.0,43.0,45.0,91.5,16.5,10.0,2.0,12.0,1004.0,996.0,990.0,medium,25.1,37.6,42.8
2014,WP132014,35.0,41.0,65.0,37.5,34.5,30.0,24.0,54.0,994.0,985.0,975.0,short,27.8,31.6,36.5
2015,WP132015,35.0,25.0,155.0,103.5,205.5,120.0,130.0,250.0,1004.0,1006.0,900.0,long,13.6,17.8,34.3
2016,WP132016,35.0,27.0,35.0,1.5,34.5,0.0,8.0,8.0,994.0,1002.0,994.0,short,34.4,34.4,43.5
2017,WP132017,35.0,58.0,58.0,70.5,1.5,23.0,0.0,23.0,996.0,990.0,990.0,short,26.0,35.0,35.0
2018,WP132018,35.0,25.0,35.0,1.5,73.5,0.0,10.0,10.0,1000.0,1002.0,998.0,short,18.0,18.0,33.1
2019,WP132019,35.0,25.0,40.0,25.5,22.5,5.0,15.0,20.0,998.0,994.0,992.0,short,16.7,17.5,17.1
2020,WP132020,35.0,25.0,50.0,55.5,31.5,15.0,25.0,40.0,1000.0,996.0,992.0,short,12.6,16.1,16.4
2021,WP132021,35.0,38.0,45.0,31.5,100.5,10.0,7.0,17.0,996.0,984.0,984.0,medium,21.2,22.4,34.6
2024,WP132024,35.0,33.0,40.0,25.5,28.5,5.0,7.0,12.0,1004.0,1008.0,1002.0,short,31.1,34.9,39.9
1982,WP141982,35.0,48.0,125.0,85.5,118.5,90.0,77.0,167.0,996.0,978.0,915.0,long,10.3,19.2,41.1
1983,WP141983,35.0,48.0,65.0,52.5,34.5,30.0,17.0,47.0,1001.0,980.0,975.0,short,19.6,28.8,35.4
1984,WP141984,34.0,17.0,60.0,70.5,58.5,26.0,43.0,69.0,995.0,998.0,985.0,medium,17.6,20.6,27.5
1985,WP141985,35.0,34.0,55.0,28.5,76.5,20.0,21.0,41.0,997.0,999.0,985.0,medium,22.8,26.7,40.8
1987,WP141987,35.0,25.0,105.0,97.5,55.5,70.0,80.0,150.0,1000.0,1002.0,950.0,medium,16.3,20.6,26.7
1988,WP141988,35.0,38.0,105.0,73.5,136.5,70.0,67.0,137.0,1002.0,980.0,945.0,long,18.3,19.8,42.0
1990,WP141990,35.0,45.0,100.0,82.5,43.5,65.0,55.0,120.0,989.0,992.0,960.0,medium,18.7,28.3,42.6
1991,WP141991,35.0,23.0,65.0,109.5,85.5,30.0,42.0,72.0,990.0,1002.0,965.0,medium,24.7,29.0,35.0
1992,WP141992,35.0,40.0,45.0,13.5,46.5,10.0,5.0,15.0,1004.0,1002.0,996.0,short,28.6,31.4,39.9
1993,WP141993,35.0,20.0,65.0,79.5,76.5,30.0,45.0,75.0,1004.0,1005.0,980.0,medium,14.4,16.8,25.1
1994,WP141994,35.0,23.0,50.0,25.5,73.5,15.0,27.0,42.0,994.0,1004.0,992.0,short,25.2,31.7,41.0
1995,WP141995,35.0,55.0,95.0,49.5,28.5,60.0,40.0,100.0,1010.0,1004.0,985.0,short,29.0,34.8,40.6
1996,WP141996,35.0,15.0,40.0,7.5,91.5,5.0,25.0,30.0,998.0,1002.0,996.0,short,18.2,18.8,28.3
1997,WP141997,35.0,30.0,140.0,67.5,202.5,105.0,110.0,215.0,998.0,996.0,915.0,long,14.5,17.2,37.7
1998,WP141998,35.0,50.0,80.0,37.5,31.5,45.0,30.0,75.0,1002.0,980.0,965.0,short,21.8,26.1,34.5
2001,WP142001,35.0,30.0,90.0,109.5,97.5,55.0,60.0,115.0,996.0,1000.0,960.0,long,19.0,25.4,41.8
2002,WP142002,35.0,25.0,65.0,61.5,109.5,30.0,40.0,70.0,1000.0,1002.0,960.0,medium,23.6,22.9,32.3
2003,WP142003,35.0,30.0,125.0,97.5,43.5,90.0,95.0,185.0,1008.0,998.0,950.0,medium,16.4,21.2,22.9
2004,WP142004,35.0,23.0,90.0,43.5,82.5,55.0,67.0,122.0,1002.0,997.0,960.0,medium,20.8,28.0,39.5
2005,WP142005,35.0,39.0,140.0,73.5,154.5,105.0,101.0,206.0,990.0,985.0,925.0,long,15.1,18.8,46.9
2006,WP142006,35.0,39.0,120.0,121.5,70.5,85.0,81.0,166.0,998.0,985.0,919.0,medium,16.9,23.1,39.3
2008,WP142008,35.0,23.0,35.0,1.5,46.5,0.0,12.0,12.0,1002.0,1006.0,1002.0,short,17.5,17.5,21.0
2011,WP142011,35.0,25.0,140.0,70.5,127.5,105.0,115.0,220.0,998.0,998.0,925.0,medium,15.7,17.2,24.4
2012,WP142012,35.0,24.0,65.0,67.5,58.5,30.0,41.0,71.0,998.0,998.0,970.0,medium,16.7,19.1,22.8
2013,WP142013,35.0,30.0,50.0,37.5,58.5,15.0,20.0,35.0,996.0,998.0,980.0,short,17.7,21.8,31.5
2016,WP142016,35.0,30.0,40.0,7.5,22.5,5.0,10.0,15.0,996.0,1000.0,993.0,short,13.7,15.7,23.4
2017,WP142017,35.0,58.0,110.0,40.5,103.5,75.0,52.0,127.0,1006.0,995.0,955.0,medium,17.0,20.8,41.6
2018,WP142018,35.0,30.0,65.0,61.5,34.5,30.0,35.0,65.0,1004.0,1002.0,990.0,short,24.5,33.9,42.0
2019,WP142019,35.0,43.0,115.0,121.5,52.5,80.0,72.0,152.0,1008.0,991.0,955.0,medium,16.8,30.1,39.5
2020,WP142020,35.0,53.0,55.0,37.5,28.5,20.0,2.0,22.0,1002.0,985.0,975.0,short,24.4,28.1,32.5
2021,WP142021,35.0,38.0,55.0,67.5,34.5,20.0,17.0,37.0,992.0,991.0,980.0,medium,26.9,35.1,38.6
2022,WP142022,35.0,33.0,110.0,103.5,112.5,75.0,77.0,152.0,1004.0,993.0,950.0,long,17.3,22.9,37.1
2023,WP142023,35.0,23.0,120.0,55.5,178.5,85.0,97.0,182.0,998.0,1007.0,940.0,long,16.0,19.9,20.8
2024,WP142024,35.0,25.0,80.0,115.5,64.5,45.0,55.0,100.0,998.0,1008.0,965.0,medium,12.6,30.1,33.4
1982,WP151982,35.0,25.0,90.0,73.5,253.5,55.0,65.0,120.0,1004.0,1002.0,960.0,long,12.1,14.0,20.7
1983,WP151983,35.0,25.0,65.0,43.5,25.5,30.0,40.0,70.0,992.0,1008.0,975.0,short,16.6,20.6,23.8
1984,WP151984,35.0,38.0,75.0,73.5,28.5,40.0,37.0,77.0,998.0,978.0,965.0,medium,21.0,31.7,35.1
1985,WP151985,35.0,48.0,80.0,175.5,49.5,45.0,32.0,77.0,1002.0,992.0,970.0,long,12.8,30.2,39.5
1986,WP151986,35.0,40.0,95.0,109.5,46.5,60.0,55.0,115.0,992.0,993.0,945.0,medium,14.3,22.2,28.6
1987,WP151987,35.0,29.0,140.0,97.5,196.5,105.0,111.0,216.0,1004.0,993.0,900.0,long,12.2,18.4,35.5
1988,WP151988,35.0,30.0,55.0,43.5,85.5,20.0,25.0,45.0,1000.0,1012.0,990.0,medium,21.9,25.5,34.0
1989,WP151989,35.0,20.0,80.0,55.5,115.5,45.0,60.0,105.0,985.0,996.0,950.0,medium,22.8,26.5,47.0
1990,WP151990,35.0,43.0,90.0,121.5,58.5,55.0,47.0,102.0,996.0,995.0,955.0,medium,13.4,25.2,33.6
1992,WP151992_2,35.0,17.0,130.0,121.5,247.5,95.0,113.0,208.0,1004.0,1006.0,920.0,long,9.2,14.7,20.6
1994,WP151994,35.0,10.0,40.0,7.5,55.5,5.0,30.0,35.0,990.0,1000.0,990.0,short,18.9,19.0,19.0
1995,WP151995,35.0,35.0,45.0,91.5,22.5,10.0,10.0,20.0,1004.0,999.0,992.0,medium,13.5,19.7,23.3
1997,WP151997,35.0,58.0,58.0,142.5,1.5,23.0,0.0,23.0,1002.0,988.0,980.0,medium,11.7,40.5,40.5
2000,WP152000,35.0,33.0,75.0,121.5,82.5,40.0,42.0,82.0,992.0,994.0,975.0,long,15.5,34.8,39.3
2003,WP152003,35.0,48.0,150.0,103.5,91.5,115.0,102.0,217.0,1002.0,980.0,910.0,medium,14.1,23.7,44.7
2004,WP152004,35.0,19.0,35.0,1.5,61.5,0.0,16.0,16.0,998.0,1010.0,996.0,short,29.9,29.9,41.1
2005,WP152005,35.0,32.0,115.0,121.5,52.5,80.0,83.0,163.0,1004.0,999.0,945.0,medium,10.0,26.1,35.4
2007,WP152007,35.0,20.0,45.0,13.5,49.5,10.0,25.0,35.0,990.0,1008.0,990.0,short,19.4,19.8,20.7
2008,WP152008,35.0,50.0,125.0,55.5,232.5,90.0,75.0,165.0,1002.0,992.0,935.0,long,16.3,20.8,35.2
2009,WP152009,35.0,63.0,140.0,76.5,106.5,105.0,77.0,182.0,1003.0,978.0,915.0,medium,15.3,18.2,34.6
2010,WP152010,35.0,33.0,160.0,103.5,154.5,125.0,127.0,252.0,1004.0,1005.0,885.0,long,11.8,18.1,25.1
2011,WP152011,35.0,36.0,55.0,79.5,172.5,20.0,19.0,39.0,990.0,993.0,970.0,long,20.4,23.7,40.5
2012,WP152012,35.0,38.0,120.0,109.5,160.5,85.0,82.0,167.0,1004.0,990.0,950.0,long,17.7,22.7,34.8
2013,WP152013,35.0,45.0,50.0,25.5,22.5,15.0,5.0,20.0,996.0,996.0,985.0,short,26.6,28.8,31.9
2014,WP152014,35.0,20.0,80.0,97.5,37.5,45.0,60.0,105.0,1000.0,1002.0,960.0,medium,13.7,20.5,21.6
2015,WP152015,35.0,35.0,45.0,79.5,64.5,10.0,10.0,20.0,994.0,991.0,985.0,medium,26.0,32.1,37.3
2016,WP152016,35.0,20.0,100.0,37.5,79.5,65.0,80.0,145.0,1000.0,1008.0,955.0,medium,23.1,27.1,35.9
2017,WP152017,35.0,22.0,100.0,46.5,43.5,65.0,78.0,143.0,994.0,1001.0,965.0,short,20.3,21.9,23.7
2018,WP152018,35.0,23.0,90.0,73.5,172.5,55.0,67.0,122.0,1002.0,996.0,960.0,long,18.9,26.4,31.3
2019,WP152019,35.0,36.0,120.0,79.5,58.5,85.0,84.0,169.0,1000.0,985.0,940.0,medium,16.7,25.7,45.9
2020,WP152020,35.0,55.0,65.0,43.5,16.5,30.0,10.0,40.0,998.0,988.0,980.0,short,23.3,34.7,39.1
2021,WP152021,35.0,33.0,55.0,49.5,34.5,20.0,22.0,42.0,1000.0,997.0,992.0,short,28.8,36.9,39.8
2022,WP152022,35.0,58.0,70.0,49.5,28.5,35.0,12.0,47.0,994.0,963.0,963.0,short,21.2,28.3,38.9
2023,WP152023,35.0,75.0,165.0,97.5,58.5,130.0,90.0,220.0,1000.0,950.0,905.0,medium,9.7,19.7,35.6
2024,WP152024,35.0,30.0,55.0,25.5,88.5,20.0,25.0,45.0,996.0,999.0,992.0,medium,16.6,21.5,33.8
1982,WP161982,35.0,58.0,100.0,61.5,172.5,65.0,42.0,107.0,998.0,978.0,945.0,long,15.5,24.6,41.0
1983,WP161983,35.0,25.0,40.0,7.5,91.5,5.0,15.0,20.0,1000.0,1002.0,994.0,short,9.7,10.3,19.9
1984,WP161984,35.0,18.0,40.0,7.5,64.5,5.0,22.0,27.0,1000.0,1004.0,998.0,short,18.3,18.1,15.9
1985,WP161985,35.0,17.0,75.0,103.5,85.5,40.0,58.0,98.0,1002.0,1004.0,970.0,medium,15.2,20.6,24.0
1986,WP161986,35.0,60.0,120.0,139.5,118.5,85.0,60.0,145.0,998.0,968.0,920.0,long,10.9,19.6,37.0
1987,WP161987,35.0,35.0,100.0,172.5,190.5,65.0,65.0,130.0,980.0,1006.0,950.0,long,10.5,25.2,31.7
1988,WP161988,35.0,29.0,45.0,13.5,61.5,10.0,16.0,26.0,996.0,1012.0,994.0,short,16.5,18.2,31.0
1989,WP161989,35.0,33.0,75.0,49.5,112.5,40.0,42.0,82.0,1000.0,994.0,960.0,medium,19.2,23.6,46.7
1990,WP161990,35.0,40.0,70.0,61.5,67.5,35.0,30.0,65.0,998.0,998.0,965.0,medium,18.5,17.7,17.8
1991,WP161991,35.0,40.0,40.0,7.5,28.5,5.0,0.0,5.0,994.0,994.0,992.0,short,29.6,31.1,39.5
1992,WP161992,35.0,23.0,50.0,67.5,88.5,15.0,27.0,42.0,998.0,998.0,975.0,medium,21.1,22.9,35.7
1993,WP161993,35.0,25.0,80.0,91.5,55.5,45.0,55.0,100.0,1004.0,1000.0,970.0,medium,16.2,20.5,24.0
1994,WP161994,35.0,19.0,60.0,19.5,67.5,25.0,41.0,66.0,998.0,998.0,990.0,short,20.2,22.6,28.0
1996,WP161996,35.0,15.0,50.0,13.5,43.5,15.0,35.0,50.0,995.0,1000.0,995.0,short,20.6,20.6,20.4
1999,WP161999,35.0,21.0,75.0,79.5,34.5,40.0,54.0,94.0,1002.0,1007.0,980.0,medium,15.3,22.2,24.6
2000,WP162000,35.0,35.0,45.0,4.5,37.5,10.0,10.0,20.0,,,,short,33.5,33.7,40.2
2001,WP162001,35.0,32.0,130.0,61.5,106.5,95.0,98.0,193.0,1000.0,995.0,930.0,medium,16.7,24.0,36.7
2002,WP162002,35.0,23.0,50.0,31.5,55.5,15.0,27.0,42.0,994.0,1000.0,980.0,short,20.8,22.2,28.4
2003,WP162003,38.0,60.0,100.0,64.5,40.5,62.0,40.0,102.0,990.0,990.0,955.0,medium,23.2,31.0,40.3
2004,WP162004,35.0,19.0,90.0,85.5,91.5,55.0,71.0,126.0,996.0,1004.0,950.0,medium,17.1,24.5,29.2
2005,WP162005,35.0,23.0,50.0,43.5,25.5,15.0,27.0,42.0,998.0,1004.0,985.0,short,10.9,17.2,20.0
2006,WP162006,35.0,63.0,140.0,103.5,76.5,105.0,77.0,182.0,1002.0,983.0,910.0,medium,20.8,21.5,37.4
2007,WP162007,35.0,21.0,70.0,46.5,58.5,35.0,49.0,84.0,992.0,1001.0,975.0,medium,14.6,17.4,17.4
2008,WP162008,35.0,30.0,35.0,1.5,46.5,0.0,5.0,5.0,996.0,1000.0,996.0,short,30.4,30.4,37.5
2009,WP162009,35.0,29.0,75.0,37.5,25.5,40.0,46.0,86.0,1000.0,1000.0,975.0,short,19.3,21.5,23.2
2010,WP162010,35.0,51.0,115.0,79.5,64.5,80.0,64.0,144.0,996.0,994.0,930.0,medium,16.6,24.2,35.3
2011,WP162011,35.0,30.0,45.0,7.5,64.5,10.0,15.0,25.0,998.0,990.0,990.0,short,22.3,24.7,40.3
2012,WP162012,35.0,35.0,125.0,109.5,106.5,90.0,90.0,180.0,1000.0,981.0,910.0,long,17.5,22.9,45.4
2013,WP162013,35.0,48.0,60.0,46.5,22.5,25.0,12.0,37.0,992.0,985.0,960.0,short,23.4,31.5,39.8
2014,WP162014,35.0,34.0,50.0,55.5,70.5,15.0,16.0,31.0,990.0,1000.0,985.0,medium,16.8,21.8,32.9
2015,WP162015,35.0,58.0,120.0,55.5,202.5,85.0,62.0,147.0,1000.0,970.0,930.0,long,13.0,16.5,35.8
2016,WP162016,35.0,29.0,170.0,85.5,64.5,135.0,141.0,276.0,1004.0,1004.0,890.0,medium,14.5,20.4,31.0
2017,WP162017,35.0,22.0,60.0,55.5,22.5,25.0,38.0,63.0,1000.0,1003.0,985.0,short,15.1,21.9,24.0
2019,WP162019,35.0,25.0,35.0,1.5,115.5,0.0,10.0,10.0,996.0,1002.0,996.0,medium,17.4,17.4,19.1
2020,WP162020,35.0,20.0,80.0,61.5,112.5,45.0,60.0,105.0,996.0,1003.0,965.0,medium,22.6,27.2,29.2
2021,WP162021,40.0,25.0,55.0,259.5,52.5,15.0,30.0,45.0,1005.0,998.0,994.0,long,12.2,22.8,34.9
2022,WP162022,35.0,48.0,135.0,79.5,70.5,100.0,87.0,187.0,998.0,985.0,910.0,medium,22.2,25.5,37.1
2023,WP162023,35.0,23.0,45.0,37.5,34.5,10.0,22.0,32.0,1002.0,1012.0,1000.0,short,17.0,21.0,19.7
2024,WP162024,35.0,25.0,35.0,1.5,31.5,0.0,10.0,10.0,992.0,1002.0,992.0,short,16.9,16.9,17.1
1982,WP171982,35.0,40.0,60.0,31.5,49.5,25.0,20.0,45.0,998.0,998.0,980.0,short,16.8,16.4,17.0
1983,WP171983,34.0,29.0,70.0,76.5,49.5,36.0,41.0,77.0,998.0,1012.0,985.0,medium,16.4,17.1,19.0
1984,WP171984,35.0,45.0,60.0,37.5,58.5,25.0,15.0,40.0,998.0,998.0,990.0,short,24.2,24.7,38.5
1985,WP171985,35.0,20.0,50.0,37.5,43.5,15.0,30.0,45.0,1002.0,1006.0,996.0,short,18.1,21.2,21.0
1986,WP171986,35.0,65.0,100.0,91.5,64.5,65.0,35.0,100.0,1004.0,960.0,940.0,medium,10.9,19.7,36.7
1987,WP171987,35.0,40.0,110.0,55.5,202.5,75.0,70.0,145.0,1002.0,995.0,955.0,long,16.3,20.6,39.4
1988,WP171988,35.0,23.0,60.0,43.5,19.5,25.0,37.0,62.0,1002.0,1000.0,980.0,short,17.9,21.5,23.9
1989,WP171989,35.0,35.0,75.0,37.5,73.5,40.0,40.0,80.0,992.0,992.0,965.0,medium,21.2,27.4,43.8
1990,WP171990,35.0,21.0,75.0,61.5,76.5,40.0,54.0,94.0,996.0,999.0,960.0,medium,14.3,21.0,27.2
1991,WP171991,35.0,55.0,115.0,103.5,76.5,80.0,60.0,140.0,1000.0,973.0,935.0,medium,9.5,26.2,39.1
1992,WP171992,35.0,45.0,115.0,151.5,118.5,80.0,70.0,150.0,1008.0,970.0,945.0,long,16.5,24.9,47.4
1993,WP171993,35.0,53.0,80.0,67.5,82.5,45.0,27.0,72.0,1002.0,980.0,965.0,medium,19.4,26.0,43.3
1994,WP171994,35.0,25.0,140.0,73.5,175.5,105.0,115.0,220.0,1000.0,1000.0,925.0,long,15.4,16.9,31.7
1995,WP171995,35.0,90.0,140.0,67.5,58.5,105.0,50.0,155.0,1000.0,965.0,925.0,medium,16.8,24.0,41.4
1997,WP171997,35.0,25.0,75.0,43.5,43.5,40.0,50.0,90.0,994.0,1002.0,980.0,short,18.8,20.9,22.4
1999,WP171999,35.0,25.0,70.0,49.5,64.5,35.0,45.0,80.0,1014.0,1013.0,1000.0,medium,29.8,32.6,43.0
2001,WP172001,35.0,32.0,45.0,13.5,64.5,10.0,13.0,23.0,1000.0,992.0,990.0,short,23.3,24.5,41.1
2003,WP172003,35.0,53.0,90.0,61.5,22.5,55.0,37.0,92.0,992.0,973.0,960.0,short,20.2,28.4,34.0
