year,ID,start_V,end_V,LMI,duration_before_LMI,duration_after_LMI,intensity_range_1,intensity_range_2,total_intensity_range,start_P,end_P,LMP,type,start_lat,LMI_lat,end_lat
2004,WP062004,35.0,30.0,60.0,61.5,73.5,25.0,30.0,55.0,1004.0,1004.0,985.0,medium,6.4,10.3,19.6
2005,WP062005,35.0,32.0,55.0,31.5,76.5,20.0,23.0,43.0,1004.0,998.0,990.0,medium,24.2,27.7,35.3
2006,WP062006,35.0,38.0,75.0,67.5,106.5,40.0,37.0,77.0,1004.0,991.0,960.0,medium,10.5,16.1,24.7
2008,WP062008,35.0,43.0,125.0,43.5,118.5,90.0,82.0,172.0,996.0,985.0,930.0,medium,14.4,16.2,32.2
2010,WP062010,35.0,15.0,65.0,25.5,25.5,30.0,50.0,80.0,994.0,1000.0,985.0,short,16.1,18.1,19.4
2011,WP062011,35.0,23.0,35.0,1.5,64.5,0.0,12.0,12.0,990.0,1006.0,985.0,short,21.2,21.2,19.1
2012,WP062012,35.0,30.0,50.0,31.5,37.5,15.0,20.0,35.0,992.0,998.0,985.0,short,19.0,20.8,27.2
2013,WP062013,35.0,24.0,70.0,55.5,28.5,35.0,46.0,81.0,1002.0,999.0,985.0,short,12.5,19.7,24.7
2014,WP062014,35.0,30.0,70.0,40.5,70.5,35.0,40.0,75.0,1005.0,1011.0,985.0,medium,11.7,16.5,24.5
2015,WP062015,35.0,63.0,140.0,151.5,46.5,105.0,77.0,182.0,1000.0,980.0,920.0,medium,9.5,17.0,26.8
2016,WP062016,35.0,22.0,80.0,61.5,34.5,45.0,58.0,103.0,1002.0,997.0,975.0,short,13.9,21.7,24.6
2017,WP062017,35.0,25.0,50.0,13.5,37.5,15.0,25.0,40.0,996.0,1000.0,985.0,short,17.5,18.1,19.6
2018,WP062018,35.0,45.0,60.0,55.5,34.5,25.0,15.0,40.0,996.0,980.0,970.0,short,17.0,25.2,33.8
2019,WP062019,35.0,23.0,45.0,25.5,64.5,10.0,22.0,32.0,992.0,998.0,985.0,short,20.5,26.5,38.3
2020,WP062020,35.0,25.0,45.0,7.5,85.5,10.0,20.0,30.0,1014.0,1012.0,1012.0,short,26.0,26.1,24.1
2021,WP062021,35.0,28.0,65.0,79.5,58.5,30.0,37.0,67.0,1010.0,997.0,980.0,medium,13.4,22.0,35.1
2022,WP062022,34.0,25.0,34.0,1.5,109.5,0.0,9.0,9.0,1002.0,1004.0,996.0,medium,22.5,22.5,37.0
2023,WP062023,35.0,38.0,125.0,97.5,214.5,90.0,87.0,177.0,998.0,983.0,930.0,long,13.5,25.0,35.7
2024,WP062024,35.0,25.0,70.0,22.5,145.5,35.0,45.0,80.0,997.0,1006.0,980.0,medium,25.5,28.8,41.6
1982,WP071982,34.0,34.0,50.0,46.5,16.5,16.0,16.0,32.0,1001.0,996.0,992.0,short,21.9,28.2,32.0
1983,WP071983,34.0,30.0,50.0,40.5,43.5,16.0,20.0,36.0,1002.0,990.0,985.0,short,24.2,29.3,34.6
1984,WP071984,35.0,25.0,100.0,103.5,76.5,65.0,75.0,140.0,992.0,997.0,950.0,medium,26.5,30.5,34.8
1985,WP071985,35.0,34.0,75.0,199.5,76.5,40.0,41.0,81.0,1002.0,993.0,970.0,long,22.7,27.4,40.1
1986,WP071986,35.0,21.0,140.0,91.5,130.5,105.0,119.0,224.0,1000.0,994.0,900.0,long,14.0,16.7,24.2
1987,WP071987,35.0,30.0,125.0,121.5,154.5,90.0,95.0,185.0,1006.0,993.0,920.0,long,6.2,18.4,36.3
1988,WP071988,35.0,34.0,48.0,40.5,25.5,13.0,14.0,27.0,990.0,992.0,975.0,short,22.7,33.9,43.0
1989,WP071989,35.0,20.0,60.0,31.5,73.5,25.0,40.0,65.0,996.0,1000.0,980.0,medium,16.7,16.9,21.9
1990,WP071990,35.0,30.0,115.0,97.5,118.5,80.0,85.0,165.0,1000.0,996.0,950.0,long,10.6,12.3,26.3
1991,WP071991,35.0,25.0,125.0,61.5,55.5,90.0,100.0,190.0,1002.0,998.0,930.0,medium,15.2,20.6,29.0
1992,WP071992,35.0,20.0,65.0,43.5,55.5,30.0,45.0,75.0,998.0,1000.0,980.0,short,17.6,20.4,22.0
1996,WP071996,35.0,30.0,140.0,61.5,202.5,105.0,110.0,215.0,1008.0,1005.0,940.0,long,19.1,24.1,37.3
1997,WP071997,35.0,58.0,140.0,109.5,94.5,105.0,82.0,187.0,1008.0,988.0,930.0,long,9.6,18.3,35.8
2001,WP072001,35.0,20.0,40.0,7.5,49.5,5.0,20.0,25.0,998.0,1000.0,994.0,short,20.0,20.4,24.5
2002,WP072002,35.0,25.0,85.0,31.5,55.5,50.0,60.0,110.0,1000.0,999.0,975.0,short,20.7,22.7,34.4
2003,WP072003,35.0,55.0,115.0,127.5,31.5,80.0,60.0,140.0,1004.0,985.0,955.0,medium,11.0,26.3,37.1
2004,WP072004,35.0,50.0,100.0,97.5,40.5,65.0,50.0,115.0,1002.0,985.0,960.0,medium,14.8,23.6,32.0
2005,WP072005,35.0,35.0,60.0,55.5,70.5,25.0,25.0,50.0,990.0,980.0,975.0,medium,15.8,23.5,40.2
2006,WP072006,35.0,23.0,70.0,52.5,55.5,35.0,47.0,82.0,1001.0,1002.0,970.0,medium,16.7,20.2,23.9
2007,WP072007,35.0,19.0,70.0,55.5,166.5,35.0,51.0,86.0,1000.0,1001.0,975.0,long,19.6,22.0,38.8
2008,WP072008,35.0,21.0,110.0,55.5,136.5,75.0,89.0,164.0,1002.0,1000.0,945.0,medium,9.6,11.9,26.0
2009,WP072009,35.0,25.0,65.0,37.5,31.5,30.0,40.0,70.0,994.0,996.0,975.0,short,18.1,21.8,23.7
2010,WP072010,35.0,22.0,60.0,61.5,88.5,25.0,38.0,63.0,1002.0,1002.0,985.0,medium,18.8,20.4,23.4
2011,WP072011,35.0,23.0,55.0,55.5,52.5,20.0,32.0,52.0,990.0,993.0,975.0,medium,15.1,26.8,38.8
2012,WP072012,35.0,21.0,40.0,55.5,22.5,5.0,19.0,24.0,1000.0,1000.0,992.0,short,15.3,20.9,22.6
2013,WP072013,35.0,24.0,125.0,49.5,100.5,90.0,101.0,191.0,1002.0,998.0,925.0,medium,19.1,21.1,28.5
2014,WP072014,35.0,30.0,50.0,19.5,64.5,15.0,20.0,35.0,996.0,998.0,996.0,short,20.8,22.1,29.6
2015,WP072015,35.0,44.0,140.0,193.5,106.5,105.0,96.0,201.0,1004.0,980.0,925.0,long,3.8,16.5,37.8
2016,WP072016,34.0,38.0,65.0,49.5,82.5,31.0,27.0,58.0,998.0,985.0,975.0,medium,18.7,25.2,43.1
2017,WP072017,35.0,23.0,135.0,229.5,202.5,100.0,112.0,212.0,1006.0,985.0,935.0,long,28.1,22.8,37.5
2019,WP072019,35.0,29.0,35.0,1.5,58.5,0.0,6.0,6.0,1006.0,1009.0,998.0,short,27.5,27.5,36.8
2020,WP072020,35.0,23.0,70.0,22.5,25.5,35.0,47.0,82.0,1000.0,1006.0,992.0,short,19.1,23.5,28.5
2022,WP072022,35.0,20.0,35.0,1.5,31.5,0.0,15.0,15.0,998.0,1004.0,998.0,short,28.6,28.6,37.9
2023,WP072023,35.0,38.0,120.0,67.5,148.5,85.0,82.0,167.0,996.0,990.0,940.0,long,24.1,26.8,44.5
2024,WP072024,35.0,25.0,40.0,13.5,52.5,5.0,15.0,20.0,996.0,1006.0,994.0,short,27.9,30.2,39.2
1983,WP081983,35.0,25.0,55.0,25.5,214.5,20.0,30.0,50.0,1004.0,1008.0,996.0,long,15.9,16.9,27.9
1984,WP081984,35.0,29.0,55.0,31.5,76.5,20.0,26.0,46.0,998.0,994.0,985.0,medium,18.2,24.5,40.2
1985,WP081985,35.0,45.0,85.0,103.5,64.5,50.0,40.0,90.0,996.0,992.0,960.0,medium,27.5,30.8,39.9
1986,WP081986,34.0,29.0,85.0,64.5,79.5,51.0,56.0,107.0,999.0,1000.0,955.0,medium,16.4,25.2,34.0
1987,WP081987,35.0,20.0,65.0,55.5,100.5,30.0,45.0,75.0,1000.0,997.0,970.0,medium,10.4,18.6,38.1
1988,WP081988,35.0,23.0,68.0,28.5,34.5,33.0,45.0,78.0,990.0,1000.0,985.0,short,27.5,30.8,32.1
1989,WP081989,35.0,29.0,140.0,79.5,97.5,105.0,111.0,216.0,996.0,998.0,915.0,medium,18.3,16.9,23.0
1990,WP081990,35.0,30.0,45.0,25.5,70.5,10.0,15.0,25.0,996.0,992.0,992.0,short,19.1,23.3,37.6
1991,WP081991,35.0,23.0,70.0,31.5,70.5,35.0,47.0,82.0,1000.0,1000.0,980.0,medium,14.6,17.5,23.8
1992,WP081992_1,35.0,28.0,45.0,7.5,52.5,10.0,17.0,27.0,1012.0,1006.0,996.0,short,26.0,26.7,38.1
1993,WP081993,35.0,20.0,85.0,55.5,73.5,50.0,65.0,115.0,1008.0,1000.0,975.0,medium,12.1,18.1,19.5
1994,WP081994,35.0,24.0,125.0,67.5,58.5,90.0,101.0,191.0,1000.0,992.0,930.0,medium,14.2,21.9,34.8
1995,WP081995,35.0,25.0,70.0,73.5,25.5,35.0,45.0,80.0,1000.0,1004.0,985.0,short,19.2,22.5,26.3
1996,WP081996,35.0,15.0,90.0,43.5,55.5,55.0,75.0,130.0,994.0,1000.0,975.0,short,17.8,20.0,22.7
1997,WP081997,35.0,50.0,90.0,37.5,82.5,55.0,40.0,95.0,996.0,990.0,960.0,medium,15.1,18.3,40.7
1998,WP081998,35.0,65.0,65.0,37.5,22.5,30.0,0.0,30.0,1000.0,975.0,975.0,short,21.7,27.0,32.8
2002,WP082002,35.0,44.0,130.0,211.5,91.5,95.0,86.0,181.0,998.0,980.0,930.0,long,5.2,20.8,43.0
2003,WP082003,35.0,35.0,65.0,88.5,61.5,30.0,30.0,60.0,1002.0,998.0,975.0,medium,10.7,16.9,20.1
2004,WP082004,35.0,19.0,75.0,79.5,79.5,40.0,56.0,96.0,1006.0,1002.0,975.0,medium,10.7,14.0,18.2
2005,WP082005,35.0,29.0,45.0,25.5,43.5,10.0,16.0,26.0,996.0,998.0,985.0,short,18.4,19.2,20.3
2006,WP082006,35.0,25.0,140.0,103.5,67.5,105.0,115.0,220.0,1000.0,1002.0,925.0,medium,11.1,25.4,30.2
2007,WP082007,34.0,29.0,34.0,1.5,4.5,0.0,5.0,5.0,994.0,998.0,994.0,short,23.5,23.5,23.6
2008,WP082008,35.0,25.0,90.0,49.5,52.5,55.0,65.0,120.0,996.0,998.0,970.0,medium,18.1,23.2,30.4
2009,WP082009,35.0,19.0,45.0,25.5,127.5,10.0,26.0,36.0,992.0,996.0,990.0,medium,20.2,21.7,20.4
2010,WP082010,35.0,30.0,105.0,79.5,58.5,70.0,75.0,145.0,1006.0,1005.0,960.0,medium,19.5,30.4,41.8
2011,WP082011,35.0,44.0,115.0,97.5,190.5,80.0,71.0,151.0,1000.0,991.0,935.0,long,19.0,21.2,38.7
2012,WP082012,35.0,25.0,55.0,31.5,46.5,20.0,30.0,50.0,1002.0,1002.0,985.0,short,24.8,28.7,40.2
2013,WP082013,35.0,23.0,40.0,19.5,40.5,5.0,17.0,22.0,1004.0,1004.0,1000.0,short,16.4,19.5,25.4
2014,WP082014,35.0,30.0,140.0,82.5,94.5,105.0,110.0,215.0,1001.0,990.0,930.0,medium,10.8,20.4,35.4
2015,WP082015,35.0,29.0,50.0,25.5,67.5,15.0,21.0,36.0,990.0,998.0,985.0,short,16.4,18.5,22.4
2016,WP082016,35.0,38.0,55.0,115.5,34.5,20.0,17.0,37.0,1002.0,989.0,985.0,medium,17.0,32.7,42.8
2017,WP082017,35.0,19.0,45.0,37.5,121.5,10.0,26.0,36.0,1000.0,1002.0,994.0,medium,17.6,16.9,18.0
2018,WP082018,35.0,38.0,38.0,22.5,1.5,3.0,0.0,3.0,994.0,994.0,994.0,short,22.6,25.2,25.2
2019,WP082019,35.0,20.0,55.0,55.5,43.5,20.0,35.0,55.0,992.0,998.0,985.0,short,19.1,21.5,20.5
2020,WP082020,35.0,25.0,60.0,19.5,37.5,25.0,35.0,60.0,1000.0,1006.0,992.0,short,20.3,21.6,26.0
2023,WP082023,40.0,48.0,60.0,73.5,22.5,20.0,12.0,32.0,998.0,988.0,985.0,short,18.8,38.6,41.2
2024,WP082024,35.0,44.0,110.0,91.5,70.5,75.0,66.0,141.0,998.0,976.0,950.0,medium,22.9,33.5,43.5
1982,WP091982,35.0,20.0,55.0,61.5,40.5,20.0,35.0,55.0,998.0,1000.0,985.0,medium,13.9,18.8,22.1
1985,WP091985,35.0,35.0,60.0,43.5,34.5,25.0,25.0,50.0,992.0,986.0,975.0,short,23.2,29.6,40.7
1986,WP091986,35.0,33.0,55.0,67.5,34.5,20.0,22.0,42.0,996.0,980.0,980.0,medium,16.1,21.1,32.1
1987,WP091987,35.0,25.0,140.0,61.5,145.5,105.0,115.0,220.0,996.0,996.0,890.0,long,10.3,12.2,18.8
1988,WP091988,35.0,19.0,45.0,19.5,130.5,10.0,26.0,36.0,1000.0,1014.0,994.0,medium,28.9,28.7,44.2
1989,WP091989,35.0,17.0,55.0,49.5,103.5,20.0,38.0,58.0,992.0,1002.0,990.0,medium,21.5,25.9,31.3
1990,WP091990,35.0,40.0,115.0,55.5,124.5,80.0,75.0,155.0,1000.0,992.0,940.0,medium,19.1,22.9,42.8
1991,WP091991,35.0,34.0,95.0,97.5,64.5,60.0,61.0,121.0,1000.0,985.0,940.0,medium,14.0,27.2,42.2
1992,WP091992,35.0,25.0,80.0,49.5,28.5,45.0,55.0,100.0,998.0,1005.0,980.0,short,25.5,32.3,34.8
1993,WP091993,35.0,25.0,45.0,19.5,55.5,10.0,20.0,30.0,1000.0,1002.0,1000.0,short,9.5,12.5,19.0
1994,WP091994,35.0,29.0,45.0,31.5,31.5,10.0,16.0,26.0,1000.0,996.0,990.0,short,16.0,15.6,23.0
1995,WP091995,35.0,40.0,60.0,37.5,31.5,25.0,20.0,45.0,1004.0,1004.0,990.0,short,16.5,19.6,21.8
1996,WP091996,35.0,17.0,90.0,61.5,103.5,55.0,73.0,128.0,1002.0,996.0,965.0,medium,13.2,17.8,25.7
1997,WP091997,35.0,40.0,65.0,67.5,61.5,30.0,25.0,55.0,998.0,980.0,970.0,medium,13.7,22.1,37.2
1999,WP091999,35.0,15.0,40.0,7.5,55.5,5.0,25.0,30.0,980.0,1000.0,980.0,short,27.8,29.3,37.7
2000,WP092000,35.0,25.0,45.0,7.5,103.5,10.0,20.0,30.0,1000.0,1000.0,992.0,medium,25.4,26.4,43.0
2001,WP092001,35.0,28.0,85.0,115.5,58.5,50.0,57.0,107.0,1006.0,982.0,955.0,medium,24.8,30.2,36.5
2002,WP092002,35.0,34.0,110.0,91.5,82.5,75.0,76.0,151.0,996.0,987.0,945.0,medium,11.3,23.2,38.0
2003,WP092003,35.0,30.0,130.0,76.5,121.5,95.0,100.0,195.0,998.0,998.0,935.0,medium,8.5,12.6,24.1
2004,WP092004,35.0,38.0,155.0,61.5,130.5,120.0,117.0,237.0,994.0,985.0,915.0,medium,9.2,15.1,40.1
2005,WP092005,35.0,29.0,90.0,103.5,88.5,55.0,61.0,116.0,1000.0,994.0,950.0,medium,11.1,24.6,36.3
2006,WP092006,35.0,30.0,60.0,10.5,82.5,25.0,30.0,55.0,994.0,999.0,975.0,short,26.6,27.6,36.6
2007,WP092007,35.0,21.0,140.0,85.5,112.5,105.0,119.0,224.0,1004.0,999.0,910.0,medium,17.3,16.7,27.6
2008,WP092008,35.0,21.0,95.0,67.5,94.5,60.0,74.0,134.0,996.0,1002.0,960.0,medium,21.7,23.0,33.9
2009,WP092009,35.0,26.0,80.0,73.5,136.5,45.0,54.0,99.0,992.0,998.0,945.0,long,20.3,23.2,34.3
2010,WP092010,35.0,30.0,40.0,7.5,25.5,5.0,10.0,15.0,996.0,996.0,996.0,short,26.0,25.7,24.8
2012,WP092012,35.0,33.0,115.0,49.5,31.5,80.0,82.0,162.0,994.0,995.0,950.0,short,19.2,21.4,22.9
2013,WP092013,35.0,35.0,60.0,43.5,31.5,25.0,25.0,50.0,994.0,998.0,985.0,short,15.2,18.8,22.1
2014,WP092014,35.0,23.0,140.0,139.5,46.5,105.0,117.0,222.0,1002.0,1006.0,935.0,medium,13.6,19.9,23.7
2015,WP092015,35.0,20.0,120.0,223.5,76.5,85.0,100.0,185.0,996.0,986.0,935.0,long,10.2,25.7,42.1
2016,WP092016,35.0,60.0,60.0,79.5,4.5,25.0,0.0,25.0,994.0,980.0,980.0,short,21.4,40.8,42.4
2017,WP092017,35.0,28.0,50.0,19.5,106.5,15.0,22.0,37.0,1006.0,1002.0,1002.0,medium,26.6,30.5,30.7
2018,WP092018,35.0,48.0,80.0,79.5,46.5,45.0,32.0,77.0,998.0,986.0,960.0,medium,19.7,28.2,38.4
2019,WP092019,35.0,29.0,80.0,91.5,70.5,45.0,51.0,96.0,1000.0,998.0,970.0,medium,20.2,31.8,43.0
2020,WP092020,35.0,53.0,100.0,91.5,34.5,65.0,47.0,112.0,1000.0,986.0,950.0,medium,23.4,31.4,40.5
2021,WP092021,35.0,23.0,95.0,73.5,172.5,60.0,72.0,132.0,998.0,990.0,950.0,long,22.6,24.1,32.9
2022,WP092022,35.0,38.0,38.0,70.5,1.5,3.0,0.0,3.0,1002.0,995.0,995.0,short,28.8,42.5,42.5
2023,WP092023,35.0,25.0,140.0,139.5,127.5,105.0,115.0,220.0,1006.0,1000.0,920.0,long,20.1,19.9,19.9
1982,WP101982,35.0,21.0,120.0,139.5,88.5,85.0,99.0,184.0,998.0,996.0,930.0,long,11.5,20.5,31.3
1983,WP101983,35.0,30.0,125.0,199.5,88.5,90.0,95.0,185.0,1010.0,1003.0,925.0,long,12.7,18.3,25.6
1984,WP101984,35.0,25.0,55.0,49.5,112.5,20.0,30.0,50.0,994.0,1000.0,980.0,medium,19.8,18.4,30.2
1985,WP101985,35.0,35.0,70.0,43.5,52.5,35.0,35.0,70.0,998.0,994.0,975.0,short,26.0,29.6,40.4
1986,WP101986,35.0,20.0,65.0,175.5,139.5,30.0,45.0,75.0,1006.0,994.0,970.0,long,8.9,15.7,24.9
1987,WP101987,35.0,20.0,85.0,109.5,175.5,50.0,65.0,115.0,1004.0,998.0,960.0,long,12.9,16.3,22.2
1988,WP101988,35.0,19.0,115.0,37.5,196.5,80.0,96.0,176.0,980.0,1017.0,930.0,long,19.7,21.6,37.7
1989,WP101989,35.0,25.0,55.0,61.5,19.5,20.0,30.0,50.0,994.0,1000.0,985.0,short,15.1,18.7,20.3
1990,WP101990,35.0,20.0,55.0,55.5,31.5,20.0,35.0,55.0,990.0,1000.0,980.0,short,18.5,22.3,26.5
1991,WP101991,35.0,30.0,35.0,1.5,37.5,0.0,5.0,5.0,1000.0,1000.0,1000.0,short,29.6,29.6,39.3
1992,WP101992,35.0,45.0,115.0,55.5,73.5,80.0,70.0,150.0,1000.0,996.0,935.0,medium,13.9,21.8,38.6
1993,WP101993,35.0,45.0,70.0,103.5,19.5,35.0,25.0,60.0,1000.0,998.0,980.0,medium,14.8,29.6,35.9
1994,WP101994,35.0,15.0,130.0,79.5,223.5,95.0,115.0,210.0,1004.0,1000.0,915.0,long,15.1,21.7,33.5
1995,WP101995,35.0,38.0,55.0,73.5,34.5,20.0,17.0,37.0,1002.0,995.0,990.0,medium,20.0,27.5,33.2
1996,WP101996,35.0,19.0,140.0,157.5,115.5,105.0,121.0,226.0,1000.0,1000.0,925.0,long,19.6,23.2,33.6
1997,WP101997,35.0,25.0,140.0,67.5,211.5,105.0,115.0,220.0,998.0,1006.0,920.0,long,13.0,18.2,31.8
1998,WP101998,35.0,30.0,130.0,43.5,73.5,95.0,100.0,195.0,1002.0,1002.0,955.0,medium,20.2,23.2,29.2
2000,WP102000,35.0,30.0,50.0,25.5,100.5,15.0,20.0,35.0,990.0,993.0,980.0,medium,25.6,27.1,36.8
2001,WP102001,35.0,25.0,85.0,25.5,55.5,50.0,60.0,110.0,1000.0,1002.0,975.0,short,20.0,20.6,22.4
2002,WP102002,35.0,48.0,135.0,133.5,82.5,100.0,87.0,187.0,1000.0,985.0,945.0,long,9.2,20.2,41.2
2003,WP102003,35.0,30.0,65.0,37.5,43.5,30.0,35.0,65.0,1002.0,1000.0,992.0,short,17.5,21.4,25.7
2004,WP102004,35.0,30.0,125.0,133.5,118.5,90.0,95.0,185.0,996.0,985.0,940.0,long,16.8,18.8,32.4
2005,WP102005,35.0,21.0,65.0,55.5,46.5,30.0,44.0,74.0,998.0,1000.0,985.0,medium,15.5,22.8,29.1
2006,WP102006,35.0,25.0,55.0,61.5,55.5,20.0,30.0,50.0,1002.0,1000.0,980.0,medium,22.0,22.9,22.0
2007,WP102007,35.0,34.0,80.0,52.5,190.5,45.0,46.0,91.0,1001.0,996.0,965.0,long,20.6,26.6,43.0
2008,WP102008,35.0,21.0,50.0,31.5,46.5,15.0,29.0,44.0,990.0,997.0,975.0,short,20.0,21.5,21.3
2009,WP102009,35.0,23.0,40.0,37.5,76.5,5.0,17.0,22.0,994.0,1003.0,992.0,medium,29.1,33.4,38.2
2010,WP102010,35.0,31.0,45.0,67.5,91.5,10.0,14.0,24.0,1002.0,1004.0,992.0,medium,24.2,32.9,33.8
2011,WP102011,35.0,24.0,65.0,25.5,94.5,30.0,41.0,71.0,996.0,995.0,985.0,medium,14.0,15.7,18.3
2012,WP102012,35.0,21.0,90.0,85.5,82.5,55.0,69.0,124.0,990.0,996.0,960.0,medium,16.4,23.4,26.7
2013,WP102013,35.0,23.0,45.0,19.5,22.5,10.0,22.0,32.0,998.0,1006.0,992.0,short,15.9,18.8,20.3
2014,WP102014,35.0,38.0,85.0,109.5,70.5,50.0,47.0,97.0,1000.0,993.0,965.0,medium,10.4,21.9,34.8
2015,WP102015,35.0,35.0,75.0,139.5,31.5,40.0,40.0,80.0,998.0,1000.0,980.0,medium,15.1,22.5,21.5
2016,WP102016,35.0,40.0,65.0,91.5,22.5,30.0,25.0,55.0,996.0,992.0,975.0,medium,15.6,34.3,42.3
2017,WP102017,35.0,25.0,35.0,1.5,31.5,0.0,10.0,10.0,1004.0,1004.0,1002.0,short,21.2,21.2,22.8
2018,WP102018,35.0,25.0,145.0,109.5,82.5,110.0,120.0,230.0,1002.0,999.0,915.0,medium,11.6,20.5,28.2
2019,WP102019,35.0,25.0,135.0,100.5,130.5,100.0,110.0,210.0,994.0,999.0,925.0,long,17.2,24.4,38.5
2020,WP102020,35.0,48.0,120.0,88.5,52.5,85.0,72.0,157.0,995.0,971.0,935.0,medium,16.8,26.9,40.6
2021,WP102021,35.0,29.0,80.0,37.5,115.5,45.0,51.0,96.0,998.0,998.0,980.0,medium,20.8,21.5,18.1
2022,WP102022,38.0,27.0,65.0,31.5,67.5,27.0,38.0,65.0,997.0,998.0,985.0,short,16.4,17.5,21.7
2023,WP102023,35.0,25.0,105.0,136.5,64.5,70.0,80.0,150.0,997.0,1005.0,945.0,long,18.6,22.9,23.3
2024,WP102024,35.0,20.0,35.0,1.5,70.5,0.0,15.0,15.0,998.0,1003.0,996.0,short,25.1,25.1,42.2
1982,WP111982,35.0,45.0,140.0,139.5,94.5,105.0,95.0,200.0,996.0,988.0,900.0,long,14.4,21.4,39.2
1983,WP111983,34.0,58.0,150.0,64.5,124.5,116.0,92.0,208.0,999.0,980.0,885.0,medium,10.5,18.6,33.0
1984,WP111984,35.0,48.0,75.0,103.5,70.5,40.0,27.0,67.0,996.0,982.0,960.0,medium,20.5,27.7,41.1
1985,WP111985,35.0,33.0,95.0,94.5,58.5,60.0,62.0,122.0,992.0,994.0,950.0,medium,20.7,24.3,25.4
1986,WP111986,50.0,28.0,80.0,73.5,202.5,30.0,52.0,82.0,990.0,1008.0,965.0,long,18.7,24.9,42.4
1987,WP111987,35.0,58.0,130.0,103.5,130.5,95.0,72.0,167.0,1002.0,965.0,915.0,long,11.6,17.9,40.4
1988,WP111988,35.0,35.0,48.0,61.5,40.5,13.0,13.0,26.0,1004.0,997.0,992.0,medium,22.4,32.7,46.2
1989,WP111989,35.0,24.0,95.0,61.5,88.5,60.0,71.0,131.0,998.0,1003.0,940.0,medium,16.5,23.9,37.4
1990,WP111990,35.0,35.0,95.0,73.5,184.5,60.0,60.0,120.0,998.0,990.0,955.0,long,18.1,24.7,38.9
1991,WP111991,35.0,25.0,85.0,109.5,109.5,50.0,60.0,110.0,1002.0,1000.0,960.0,long,22.6,26.5,23.5
1992,WP111992,35.0,25.0,130.0,133.5,199.5,95.0,105.0,200.0,1004.0,998.0,930.0,long,10.9,21.2,37.3
1993,WP111993,35.0,30.0,45.0,13.5,46.5,10.0,15.0,25.0,1002.0,1005.0,990.0,short,21.7,24.8,39.3
1994,WP111994,35.0,20.0,45.0,13.5,73.5,10.0,25.0,35.0,998.0,1000.0,990.0,short,16.4,17.4,20.9
1996,WP111996,35.0,40.0,40.0,31.5,13.5,5.0,0.0,5.0,1006.0,1006.0,1002.0,short,13.9,18.9,22.5
1997,WP111997,35.0,35.0,55.0,49.5,112.5,20.0,20.0,40.0,1002.0,990.0,990.0,medium,22.1,25.5,44.8
1998,WP111998,35.0,55.0,90.0,103.5,28.5,55.0,35.0,90.0,996.0,994.0,960.0,medium,17.1,29.6,42.2
1999,WP111999,35.0,45.0,80.0,91.5,28.5,45.0,35.0,80.0,998.0,988.0,970.0,medium,15.6,30.1,38.9
2001,WP112001,35.0,29.0,100.0,73.5,58.5,65.0,71.0,136.0,1000.0,997.0,960.0,medium,16.9,23.8,33.8
2002,WP112002,35.0,25.0,40.0,49.5,67.5,5.0,15.0,20.0,988.0,996.0,983.0,medium,22.6,25.3,31.9
2003,WP112003,35.0,38.0,110.0,91.5,64.5,75.0,72.0,147.0,1000.0,985.0,945.0,medium,13.3,26.5,41.0
2004,WP112004,35.0,36.0,80.0,55.5,136.5,45.0,44.0,89.0,990.0,990.0,955.0,medium,11.9,17.5,38.5
2005,WP112005,35.0,34.0,125.0,61.5,148.5,90.0,91.0,181.0,1008.0,999.0,930.0,long,20.7,23.0,36.0
2006,WP112006,35.0,23.0,55.0,115.5,85.5,20.0,32.0,52.0,992.0,1006.0,980.0,long,24.6,32.0,41.8
2007,WP112007,35.0,37.0,65.0,67.5,34.5,30.0,28.0,58.0,1002.0,997.0,990.0,medium,27.5,38.2,40.3
2008,WP112008,35.0,23.0,35.0,1.5,22.5,0.0,12.0,12.0,996.0,1006.0,996.0,short,30.8,30.8,34.5
2009,WP112009,35.0,60.0,120.0,91.5,106.5,85.0,60.0,145.0,1004.0,983.0,945.0,medium,14.0,20.5,46.9
2010,WP112010,35.0,29.0,65.0,25.5,58.5,30.0,36.0,66.0,1002.0,1004.0,985.0,short,20.7,23.1,35.4
2011,WP112011,35.0,30.0,140.0,61.5,232.5,105.0,110.0,215.0,998.0,996.0,930.0,long,11.7,16.7,46.1
2012,WP112012,35.0,25.0,80.0,85.5,49.5,45.0,55.0,100.0,996.0,1006.0,965.0,medium,25.6,32.8,39.5
2013,WP112013,35.0,22.0,130.0,49.5,160.5,95.0,108.0,203.0,1004.0,998.0,925.0,long,13.6,15.5,23.2
2014,WP112014,35.0,54.0,140.0,115.5,202.5,105.0,86.0,191.0,1008.0,974.0,920.0,long,12.0,15.0,42.1
2015,WP112015,35.0,23.0,135.0,139.5,208.5,100.0,112.0,212.0,1000.0,1004.0,925.0,long,9.7,18.0,39.3
2016,WP112016,35.0,23.0,45.0,10.5,22.5,10.0,22.0,32.0,983.0,997.0,980.0,short,20.5,20.5,21.9
2017,WP112017,35.0,22.0,90.0,88.5,37.5,55.0,68.0,123.0,1000.0,993.0,960.0,medium,14.8,24.0,25.1
2018,WP112018,35.0,25.0,50.0,49.5,151.5,15.0,25.0,40.0,998.0,1000.0,994.0,long,18.7,18.7,23.6
