year,ID,start_V,end_V,LMI,duration_before_LMI,duration_after_LMI,intensity_range_1,intensity_range_2,total_intensity_range,start_P,end_P,LMP,type,start_lat,LMI_lat,end_lat
2016,EP112016,35.0,28.0,55.0,31.5,22.5,20.0,27.0,47.0,1001.0,1006.0,997.0,short,19.0,22.2,24.2
2018,EP112018,35.0,45.0,55.0,25.5,19.5,20.0,10.0,30.0,1006.0,1002.0,998.0,short,13.3,15.8,19.0
2019,EP112019,35.0,45.0,110.0,61.5,88.5,75.0,65.0,140.0,1006.0,1001.0,953.0,medium,12.7,18.2,23.8
2020,EP112020,35.0,23.0,35.0,1.5,22.5,0.0,12.0,12.0,1004.0,1007.0,1004.0,short,20.4,20.4,23.1
2021,EP112021,35.0,28.0,55.0,19.5,94.5,20.0,27.0,47.0,1005.0,1008.0,994.0,medium,15.6,15.7,22.5
2022,EP112022,35.0,43.0,45.0,19.5,16.5,10.0,2.0,12.0,1000.0,1000.0,999.0,short,19.6,22.5,25.0
2023,EP112023,35.0,43.0,140.0,43.5,76.5,105.0,97.0,202.0,1004.0,1000.0,926.0,medium,12.4,15.3,23.6
2024,EP112024,35.0,35.0,35.0,1.5,31.5,0.0,0.0,0.0,1003.0,1001.0,1001.0,short,15.2,15.2,14.7
1982,EP121982,35.0,25.0,55.0,22.5,115.5,20.0,30.0,50.0,,,,medium,11.0,13.2,18.7
1983,EP121983,35.0,25.0,100.0,43.5,145.5,65.0,75.0,140.0,,,,medium,15.3,16.5,25.3
1984,EP121984,35.0,25.0,45.0,13.5,91.5,10.0,20.0,30.0,,,,medium,12.2,12.8,15.4
1985,EP121985,35.0,25.0,45.0,10.5,205.5,10.0,20.0,30.0,,,,long,13.6,13.7,16.4
1986,EP121986,35.0,30.0,45.0,37.5,37.5,10.0,15.0,25.0,,,,short,14.0,16.0,18.7
1987,EP121987,35.0,25.0,75.0,61.5,49.5,40.0,50.0,90.0,,,,medium,13.5,17.4,20.4
1988,EP121988,35.0,20.0,90.0,55.5,157.5,55.0,70.0,125.0,1005.0,1015.0,970.0,long,13.6,17.2,23.5
1989,EP121989,35.0,20.0,105.0,97.5,145.5,70.0,85.0,155.0,1004.0,1012.0,955.0,long,14.9,18.7,19.2
1991,EP121991,35.0,20.0,115.0,49.5,199.5,80.0,95.0,175.0,1005.0,1011.0,945.0,long,11.7,13.4,22.5
1993,EP121993,35.0,20.0,130.0,121.5,157.5,95.0,110.0,205.0,1004.0,1009.0,932.0,long,12.4,17.2,24.8
1997,EP121997,35.0,25.0,120.0,64.5,34.5,85.0,95.0,180.0,1005.0,1009.0,942.0,short,11.3,18.0,20.5
1999,EP121999,35.0,20.0,65.0,28.5,73.5,30.0,45.0,75.0,1007.0,1009.0,986.0,medium,18.9,21.5,23.2
2000,EP122000,35.0,25.0,60.0,55.5,43.5,25.0,35.0,60.0,1005.0,1008.0,994.0,short,15.1,17.3,17.5
2001,EP122001,35.0,25.0,65.0,25.5,55.5,30.0,40.0,70.0,1003.0,1006.0,990.0,short,17.0,18.2,19.2
2002,EP122002,35.0,25.0,60.0,46.5,58.5,25.0,35.0,60.0,1003.0,1004.0,990.0,medium,16.5,21.6,24.3
2003,EP122003,35.0,25.0,65.0,25.5,58.5,30.0,40.0,70.0,1004.0,1007.0,987.0,short,16.5,19.0,20.1
2004,EP122004,35.0,30.0,65.0,163.5,28.5,30.0,35.0,65.0,1004.0,1005.0,987.0,medium,15.4,17.8,18.1
2005,EP122005,35.0,25.0,35.0,1.5,31.5,0.0,10.0,10.0,1005.0,1007.0,1005.0,short,12.4,12.4,14.2
2006,EP122006,35.0,23.0,70.0,31.5,184.5,35.0,47.0,82.0,1005.0,1009.0,985.0,long,16.3,17.8,15.3
2007,EP122007,35.0,25.0,70.0,46.5,70.5,35.0,45.0,80.0,1004.0,1007.0,984.0,medium,14.0,17.5,22.0
2008,EP122008,35.0,25.0,35.0,1.5,28.5,0.0,10.0,10.0,1000.0,1006.0,1000.0,short,19.2,19.2,20.2
2009,EP122009,35.0,30.0,45.0,13.5,46.5,10.0,15.0,25.0,1004.0,1006.0,999.0,short,17.2,18.3,24.6
2010,EP122010,35.0,30.0,35.0,1.5,55.5,0.0,5.0,5.0,1001.0,1000.0,999.0,short,20.1,20.1,28.3
2012,EP122012,35.0,35.0,75.0,55.5,28.5,40.0,40.0,80.0,1004.0,1007.0,985.0,short,13.1,18.0,20.6
2013,EP122013,35.0,28.0,45.0,25.5,28.5,10.0,17.0,27.0,1004.0,1007.0,1002.0,short,18.1,21.8,23.6
2014,EP122014,35.0,30.0,65.0,67.5,70.5,30.0,35.0,65.0,1002.0,1002.0,980.0,medium,16.5,19.8,25.0
2015,EP122015,35.0,58.0,125.0,109.5,136.5,90.0,67.0,157.0,1004.0,985.0,942.0,long,12.8,17.1,34.1
2016,EP122016,35.0,30.0,45.0,31.5,70.5,10.0,15.0,25.0,1004.0,1007.0,1000.0,medium,18.0,19.8,22.3
2017,EP122017,35.0,25.0,35.0,1.5,46.5,0.0,10.0,10.0,1003.0,1006.0,1003.0,short,18.8,18.8,20.4
2018,EP122018,35.0,40.0,95.0,43.5,64.5,60.0,55.0,115.0,1004.0,1001.0,964.0,medium,14.5,18.3,25.9
2019,EP122019,35.0,33.0,35.0,1.5,16.5,0.0,2.0,2.0,1004.0,1006.0,1004.0,short,12.1,12.1,11.4
2020,EP122020,35.0,38.0,115.0,43.5,76.5,80.0,77.0,157.0,1004.0,1002.0,950.0,medium,11.8,17.7,25.0
2021,EP122021,35.0,50.0,115.0,97.5,124.5,80.0,65.0,145.0,1006.0,1000.0,953.0,long,13.4,18.6,19.6
2022,EP122022,35.0,38.0,85.0,67.5,52.5,50.0,47.0,97.0,1004.0,993.0,968.0,medium,14.7,20.6,30.4
2024,EP122024,35.0,48.0,140.0,73.5,64.5,105.0,92.0,197.0,1005.0,1002.0,926.0,medium,13.4,14.1,22.1
1982,EP131982,35.0,25.0,75.0,67.5,103.5,40.0,50.0,90.0,,,,medium,13.6,15.6,29.5
1983,EP131983,35.0,20.0,100.0,115.5,79.5,65.0,80.0,145.0,,,,medium,12.3,19.9,30.3
1984,EP131984,35.0,25.0,75.0,43.5,43.5,40.0,50.0,90.0,,,,short,15.8,17.8,24.8
1985,EP131985,35.0,25.0,65.0,37.5,115.5,30.0,40.0,70.0,,,,medium,15.9,17.4,26.7
1986,EP131986,35.0,25.0,60.0,37.5,103.5,25.0,35.0,60.0,,,,medium,12.3,13.2,20.5
1987,EP131987,35.0,25.0,135.0,79.5,79.5,100.0,110.0,210.0,,,,medium,11.1,15.1,21.8
1988,EP131988,35.0,25.0,125.0,265.5,271.5,90.0,100.0,190.0,1005.0,1010.0,932.0,long,10.1,11.9,18.4
1989,EP131989,35.0,25.0,55.0,19.5,67.5,20.0,30.0,50.0,1005.0,1011.0,992.0,short,17.3,18.9,20.0
1990,EP131990,35.0,25.0,100.0,73.5,85.5,65.0,75.0,140.0,1005.0,1010.0,960.0,medium,12.7,16.7,17.1
1991,EP131991,35.0,25.0,125.0,127.5,268.5,90.0,100.0,190.0,1005.0,1009.0,935.0,long,12.4,17.6,25.5
1992,EP131992,35.0,25.0,45.0,13.5,79.5,10.0,20.0,30.0,1006.0,1009.0,1000.0,short,19.1,19.1,17.8
1993,EP131993,35.0,25.0,130.0,58.5,73.5,95.0,105.0,200.0,1004.0,1006.0,930.0,medium,11.6,16.7,30.5
1994,EP131994,35.0,25.0,90.0,43.5,97.5,55.0,65.0,120.0,1007.0,992.0,992.0,medium,15.9,16.5,14.5
1997,EP131997,35.0,25.0,50.0,19.5,49.5,15.0,25.0,40.0,1004.0,1009.0,994.0,short,18.7,20.0,21.2
1998,EP131998,35.0,25.0,65.0,16.5,79.5,30.0,40.0,70.0,1007.0,1009.0,987.0,short,15.9,16.0,11.6
1999,EP131999,35.0,25.0,65.0,37.5,43.5,30.0,40.0,70.0,1002.0,1006.0,987.0,short,16.2,20.7,25.3
2000,EP132000,35.0,25.0,35.0,1.5,25.5,0.0,10.0,10.0,1004.0,1007.0,1004.0,short,13.2,13.2,14.7
2001,EP132001,35.0,25.0,50.0,25.5,31.5,15.0,25.0,40.0,1004.0,1009.0,997.0,short,12.6,15.7,19.6
2002,EP132002,35.0,25.0,40.0,7.5,19.5,5.0,15.0,20.0,1003.0,1005.0,1000.0,short,16.1,17.0,19.4
2003,EP132003,35.0,20.0,85.0,73.5,64.5,50.0,65.0,115.0,1000.0,1007.0,970.0,medium,16.9,22.0,31.6
2004,EP132004,35.0,23.0,130.0,61.5,136.5,95.0,107.0,202.0,1002.0,1003.0,930.0,medium,11.7,15.9,27.7
2005,EP132005,35.0,30.0,70.0,43.5,49.5,35.0,40.0,75.0,1005.0,1007.0,987.0,short,15.2,19.3,21.8
2006,EP132006,35.0,25.0,110.0,55.5,25.5,75.0,85.0,160.0,1000.0,1005.0,952.0,short,16.7,23.1,26.0
2008,EP132008,35.0,30.0,45.0,13.5,97.5,10.0,15.0,25.0,1002.0,1000.0,998.0,medium,15.7,16.9,23.0
2009,EP132009,35.0,23.0,135.0,67.5,100.5,100.0,112.0,212.0,1005.0,1006.0,931.0,medium,13.7,18.2,27.4
2011,EP132011,35.0,28.0,125.0,43.5,70.5,90.0,97.0,187.0,1004.0,1007.0,940.0,medium,11.5,12.9,13.2
2012,EP132012,35.0,33.0,105.0,49.5,76.5,70.0,72.0,142.0,1003.0,998.0,959.0,medium,13.9,17.5,22.1
2013,EP132013,35.0,40.0,65.0,127.5,19.5,30.0,25.0,55.0,998.0,999.0,983.0,medium,15.3,24.1,25.3
2014,EP132014,35.0,38.0,140.0,61.5,94.5,105.0,102.0,207.0,1006.0,999.0,918.0,medium,12.6,15.9,25.2
2015,EP132015,35.0,30.0,135.0,49.5,280.5,100.0,105.0,205.0,1005.0,1005.0,932.0,long,12.2,12.2,24.8
2016,EP132016,35.0,45.0,125.0,145.5,178.5,90.0,80.0,170.0,1005.0,1001.0,944.0,long,16.0,17.7,37.4
2017,EP132017,35.0,45.0,115.0,55.5,52.5,80.0,70.0,150.0,1005.0,1001.0,951.0,medium,14.9,16.9,23.7
2018,EP132018,35.0,25.0,60.0,79.5,52.5,25.0,35.0,60.0,1004.0,1009.0,991.0,medium,14.6,17.8,22.4
2019,EP132019,35.0,35.0,115.0,67.5,220.5,80.0,80.0,160.0,1004.0,1005.0,950.0,long,15.9,17.0,17.7
2020,EP132020,35.0,28.0,40.0,25.5,34.5,5.0,12.0,17.0,1005.0,1007.0,1001.0,short,17.2,18.4,23.1
2021,EP132021,35.0,33.0,40.0,13.5,16.5,5.0,7.0,12.0,1004.0,1004.0,1002.0,short,19.6,20.5,20.6
2022,EP132022,35.0,30.0,35.0,1.5,31.5,0.0,5.0,5.0,1005.0,1006.0,1005.0,short,13.1,13.1,15.8
2023,EP132023,35.0,30.0,45.0,25.5,46.5,10.0,15.0,25.0,1005.0,1005.0,1000.0,short,14.7,15.6,19.4
2024,EP132024,35.0,28.0,40.0,7.5,22.5,5.0,12.0,17.0,1005.0,1008.0,1004.0,short,11.1,11.2,11.1
1982,EP141982,35.0,25.0,90.0,73.5,109.5,55.0,65.0,120.0,,,,medium,11.9,16.0,25.8
1983,EP141983,35.0,25.0,60.0,193.5,43.5,25.0,35.0,60.0,,,,long,15.2,17.5,14.7
1984,EP141984,38.0,20.0,80.0,58.5,73.5,42.0,60.0,102.0,,,,medium,17.0,23.4,30.5
1985,EP141985,35.0,25.0,40.0,13.5,37.5,5.0,15.0,20.0,,,,short,18.0,19.0,23.5
1986,EP141986,35.0,50.0,75.0,79.5,19.5,40.0,25.0,65.0,,,,short,14.8,25.2,27.3
1987,EP141987,35.0,25.0,65.0,43.5,73.5,30.0,40.0,70.0,,,,medium,18.2,19.9,24.2
1989,EP141989,35.0,15.0,105.0,31.5,67.5,70.0,90.0,160.0,1003.0,1010.0,955.0,short,21.9,23.5,21.0
1990,EP141990,35.0,20.0,75.0,91.5,109.5,40.0,55.0,95.0,1005.0,1011.0,980.0,long,14.6,15.8,19.5
1991,EP141991,35.0,20.0,105.0,43.5,193.5,70.0,85.0,155.0,1005.0,1011.0,957.0,long,14.4,16.7,18.5
1992,EP141992,35.0,20.0,70.0,49.5,49.5,35.0,50.0,85.0,1005.0,1006.0,985.0,short,17.5,24.0,35.0
1993,EP141993,35.0,20.0,85.0,127.5,127.5,50.0,65.0,115.0,1001.0,1004.0,970.0,long,11.3,21.3,20.8
1994,EP141994,35.0,25.0,115.0,61.5,91.5,80.0,90.0,170.0,1006.0,1010.0,948.0,medium,18.2,18.4,21.2
1997,EP141997,35.0,30.0,160.0,55.5,133.5,125.0,130.0,255.0,1005.0,1006.0,902.0,medium,13.5,17.1,23.5
1998,EP141998,35.0,25.0,100.0,163.5,97.5,65.0,75.0,140.0,1004.0,1005.0,965.0,long,12.7,16.8,17.7
1999,EP141999,35.0,25.0,50.0,25.5,37.5,15.0,25.0,40.0,1004.0,1007.0,996.0,short,17.7,19.0,18.0
2000,EP142000,35.0,25.0,85.0,109.5,97.5,50.0,60.0,110.0,1004.0,1006.0,967.0,long,15.9,20.2,32.2
2002,EP142002,35.0,35.0,145.0,67.5,25.5,110.0,110.0,220.0,1004.0,1000.0,913.0,short,11.5,18.3,23.7
2003,EP142003,35.0,25.0,90.0,55.5,115.5,55.0,65.0,120.0,1005.0,1004.0,969.0,medium,15.6,16.9,23.8
2004,EP142004,35.0,25.0,40.0,7.5,22.5,5.0,15.0,20.0,1005.0,1007.0,1004.0,short,14.1,14.4,16.0
2005,EP142005,35.0,25.0,50.0,31.5,70.5,15.0,25.0,40.0,1005.0,1006.0,997.0,medium,15.0,16.3,22.2
2006,EP142006,35.0,28.0,40.0,13.5,34.5,5.0,12.0,17.0,1003.0,1003.0,999.0,short,17.7,18.5,19.7
2007,EP142007,35.0,25.0,50.0,25.5,46.5,15.0,25.0,40.0,1004.0,1006.0,997.0,short,15.4,18.1,23.7
2008,EP142008,38.0,25.0,70.0,64.5,70.5,32.0,45.0,77.0,1003.0,1007.0,984.0,medium,16.6,17.7,18.9
2009,EP142009,35.0,28.0,45.0,13.5,58.5,10.0,17.0,27.0,1005.0,1008.0,1000.0,short,12.7,13.9,18.1
2012,EP142012,45.0,28.0,45.0,1.5,28.5,0.0,17.0,17.0,997.0,1004.0,997.0,short,21.5,21.5,26.0
2013,EP142013,35.0,28.0,55.0,19.5,64.5,20.0,27.0,47.0,1005.0,1007.0,997.0,short,13.1,14.4,16.4
2014,EP142014,35.0,43.0,110.0,91.5,40.5,75.0,67.0,142.0,1004.0,999.0,950.0,medium,17.0,24.4,26.5
2015,EP142015,35.0,28.0,50.0,49.5,40.5,15.0,22.0,37.0,1006.0,1007.0,998.0,short,13.1,18.5,23.0
2016,EP142016,35.0,28.0,115.0,79.5,82.5,80.0,87.0,167.0,1006.0,1009.0,950.0,medium,13.9,18.9,16.5
2017,EP142017,35.0,30.0,55.0,25.5,58.5,20.0,25.0,45.0,1001.0,1003.0,986.0,short,19.8,22.4,29.1
2018,EP142018,35.0,28.0,140.0,157.5,166.5,105.0,112.0,217.0,1006.0,1007.0,926.0,long,10.7,14.3,18.8
2019,EP142019,35.0,30.0,60.0,19.5,100.5,25.0,30.0,55.0,1004.0,1006.0,991.0,medium,12.9,14.4,22.7
2020,EP142020,35.0,28.0,50.0,37.5,58.5,15.0,22.0,37.0,1004.0,1006.0,997.0,short,15.5,17.7,23.0
2021,EP142021,35.0,25.0,75.0,73.5,43.5,40.0,50.0,90.0,1004.0,1007.0,976.0,medium,12.3,19.1,24.3
2022,EP142022,35.0,33.0,55.0,55.5,22.5,20.0,22.0,42.0,1004.0,1004.0,991.0,short,14.9,20.5,21.0
1982,EP151982,35.0,25.0,125.0,61.5,97.5,90.0,100.0,190.0,,,,medium,12.2,17.1,31.0
1983,EP151983,35.0,25.0,45.0,10.5,85.5,10.0,20.0,30.0,,,,short,13.2,14.2,24.0
1984,EP151984,35.0,45.0,115.0,145.5,127.5,80.0,70.0,150.0,,,,long,18.1,17.3,27.1
1985,EP151985,35.0,25.0,75.0,67.5,109.5,40.0,50.0,90.0,,,,medium,12.7,20.0,26.0
1986,EP151986,35.0,25.0,70.0,25.5,61.5,35.0,45.0,80.0,,,,short,12.9,14.8,16.8
1987,EP151987,35.0,25.0,100.0,37.5,109.5,65.0,75.0,140.0,,,,medium,11.4,14.5,17.5
1989,EP151989,35.0,20.0,65.0,85.5,133.5,30.0,45.0,75.0,1007.0,1013.0,989.0,long,15.9,20.6,20.2
1990,EP151990,35.0,20.0,65.0,37.5,127.5,30.0,45.0,75.0,1005.0,1014.0,986.0,medium,17.7,19.5,19.9
1991,EP151991,35.0,25.0,70.0,67.5,169.5,35.0,45.0,80.0,1006.0,1009.0,979.0,long,14.3,17.3,20.8
1992,EP151992,35.0,25.0,45.0,19.5,55.5,10.0,20.0,30.0,1005.0,1010.0,999.0,short,13.2,14.3,16.0
1993,EP151993,35.0,25.0,40.0,37.5,49.5,5.0,15.0,20.0,1004.0,1008.0,1000.0,short,11.2,11.0,13.9
1994,EP151994,35.0,25.0,40.0,25.5,79.5,5.0,15.0,20.0,1005.0,1011.0,1002.0,medium,14.8,16.3,14.9
1997,EP151997,35.0,25.0,40.0,7.5,55.5,5.0,15.0,20.0,1004.0,1006.0,1002.0,short,13.9,13.6,11.6
1998,EP151998,35.0,25.0,75.0,151.5,37.5,40.0,50.0,90.0,1006.0,1004.0,979.0,medium,14.6,20.6,23.7
2000,EP152000,35.0,25.0,35.0,1.5,25.5,0.0,10.0,10.0,1004.0,1005.0,1004.0,short,20.6,20.6,23.7
2001,EP152001,35.0,25.0,50.0,127.5,37.5,15.0,25.0,40.0,1005.0,1009.0,997.0,medium,14.7,18.0,21.8
2002,EP152002,35.0,25.0,45.0,127.5,58.5,10.0,20.0,30.0,1004.0,1009.0,1002.0,medium,11.8,13.3,11.4
2003,EP152003,35.0,25.0,65.0,52.5,61.5,30.0,40.0,70.0,1004.0,1004.0,987.0,medium,11.9,16.5,20.8
2004,EP152004,35.0,30.0,45.0,7.5,13.5,10.0,15.0,25.0,1004.0,1004.0,1000.0,short,16.2,16.4,16.7
2005,EP152005,35.0,25.0,90.0,49.5,64.5,55.0,65.0,120.0,1003.0,1004.0,970.0,medium,17.3,21.6,25.4
2006,EP152006,35.0,30.0,45.0,13.5,139.5,10.0,15.0,25.0,1004.0,1000.0,1000.0,medium,15.4,16.2,18.8
2007,EP152007,35.0,28.0,60.0,103.5,76.5,25.0,32.0,57.0,1001.0,1008.0,991.0,medium,14.1,18.2,18.4
2008,EP152008,35.0,30.0,115.0,91.5,91.5,80.0,85.0,165.0,1005.0,995.0,945.0,medium,14.1,16.4,28.3
2009,EP152009,35.0,30.0,70.0,61.5,46.5,35.0,40.0,75.0,1004.0,1006.0,985.0,medium,15.3,16.8,20.6
2012,EP152012,35.0,35.0,50.0,13.5,40.5,15.0,15.0,30.0,1004.0,1006.0,997.0,short,13.7,14.2,16.1
2013,EP152013,35.0,25.0,55.0,19.5,46.5,20.0,30.0,50.0,1003.0,1007.0,994.0,short,15.6,18.8,26.2
2014,EP152014,35.0,25.0,120.0,97.5,91.5,85.0,95.0,180.0,1004.0,1003.0,918.0,medium,14.4,18.5,31.0
2015,EP152015,35.0,40.0,110.0,55.5,46.5,75.0,70.0,145.0,999.0,999.0,950.0,medium,13.2,20.6,25.5
2016,EP152016,35.0,35.0,80.0,37.5,34.5,45.0,45.0,90.0,1002.0,1004.0,977.0,short,15.7,22.1,30.4
2017,EP152017,35.0,33.0,100.0,121.5,34.5,65.0,67.0,132.0,1003.0,1007.0,965.0,medium,15.2,17.6,19.1
2018,EP152018,35.0,30.0,85.0,127.5,46.5,50.0,55.0,105.0,1005.0,1007.0,974.0,medium,13.5,18.7,25.7
2019,EP152019,35.0,28.0,75.0,85.5,40.5,40.0,47.0,87.0,1006.0,1006.0,985.0,medium,12.3,23.0,28.2
2020,EP152020,35.0,30.0,40.0,25.5,25.5,5.0,10.0,15.0,1005.0,1007.0,1004.0,short,14.8,16.8,19.3
2021,EP152021,35.0,33.0,89.0,40.5,25.5,54.0,56.0,110.0,1005.0,1004.0,975.0,short,18.8,23.0,24.7
2022,EP152022,35.0,28.0,55.0,19.5,76.5,20.0,27.0,47.0,1005.0,1008.0,997.0,short,17.2,17.6,18.9
2023,EP152023,35.0,40.0,120.0,187.5,10.5,85.0,80.0,165.0,1006.0,999.0,942.0,medium,11.5,20.1,23.0
1982,EP161982,35.0,85.0,95.0,85.5,19.5,60.0,10.0,70.0,,,,medium,14.8,21.5,25.7
1983,EP161983,35.0,20.0,100.0,55.5,73.5,65.0,80.0,145.0,,,,medium,12.7,15.1,26.9
1984,EP161984,35.0,38.0,90.0,103.5,16.5,55.0,52.0,107.0,,,,medium,14.5,16.5,18.5
1985,EP161985,35.0,30.0,75.0,127.5,109.5,40.0,45.0,85.0,,,,long,13.9,18.2,28.0
1986,EP161986,35.0,25.0,85.0,49.5,19.5,50.0,60.0,110.0,,,,short,15.4,22.5,27.2
1987,EP161987,35.0,30.0,35.0,1.5,7.5,0.0,5.0,5.0,,,,short,22.4,22.4,22.9
1989,EP161989,35.0,25.0,40.0,19.5,31.5,5.0,15.0,20.0,1005.0,1008.0,1002.0,short,13.4,14.9,18.4
1990,EP161990,35.0,25.0,120.0,61.5,241.5,85.0,95.0,180.0,1003.0,1014.0,944.0,long,13.2,14.8,16.0
1991,EP161991,35.0,30.0,90.0,55.5,73.5,55.0,60.0,115.0,1000.0,1002.0,970.0,medium,11.0,13.3,21.4
1992,EP161992,35.0,25.0,45.0,37.5,49.5,10.0,20.0,30.0,1007.0,1010.0,999.0,short,11.7,13.0,14.9
1993,EP161993,35.0,25.0,45.0,13.5,61.5,10.0,20.0,30.0,1002.0,1013.0,1000.0,short,15.7,17.5,21.3
1994,EP161994,35.0,25.0,35.0,1.5,49.5,0.0,10.0,10.0,1006.0,1011.0,1004.0,short,18.1,18.1,22.6
1997,EP161997,35.0,25.0,115.0,115.5,115.5,80.0,90.0,170.0,1001.0,1004.0,950.0,long,13.6,16.6,36.1
2000,EP162000,35.0,25.0,45.0,10.5,49.5,10.0,20.0,30.0,1006.0,1006.0,998.0,short,17.5,18.3,23.7
2001,EP162001,35.0,25.0,75.0,31.5,79.5,40.0,50.0,90.0,1004.0,1005.0,980.0,medium,11.6,14.5,16.9
2003,EP162003,35.0,23.0,70.0,31.5,100.5,35.0,47.0,82.0,1002.0,1009.0,984.0,medium,10.3,11.7,15.8
2006,EP162006,35.0,25.0,40.0,7.5,58.5,5.0,15.0,20.0,1003.0,1008.0,1000.0,short,13.9,14.5,17.5
2008,EP162008,35.0,25.0,50.0,25.5,64.5,15.0,25.0,40.0,1005.0,1007.0,997.0,short,12.5,13.8,18.6
2009,EP162009,35.0,28.0,40.0,7.5,64.5,5.0,12.0,17.0,1003.0,1005.0,1002.0,short,18.6,18.8,22.3
2012,EP162012,35.0,48.0,105.0,49.5,34.5,70.0,57.0,127.0,1005.0,989.0,959.0,short,13.9,17.9,25.6
2013,EP162013,35.0,28.0,40.0,7.5,52.5,5.0,12.0,17.0,1002.0,1008.0,1001.0,short,13.7,14.7,18.3
2016,EP162016,35.0,33.0,95.0,37.5,100.5,60.0,62.0,122.0,1007.0,1006.0,967.0,medium,14.5,17.7,20.0
2017,EP162017,35.0,25.0,80.0,25.5,13.5,45.0,55.0,100.0,1005.0,1005.0,980.0,short,16.0,16.6,17.0
2018,EP162018,35.0,45.0,130.0,49.5,220.5,95.0,85.0,180.0,1004.0,1000.0,937.0,long,17.2,17.6,26.7
2019,EP162019,35.0,30.0,45.0,49.5,13.5,10.0,15.0,25.0,1004.0,1002.0,997.0,short,14.6,23.6,26.9
2020,EP162020,35.0,33.0,50.0,43.5,40.5,15.0,17.0,32.0,1003.0,1005.0,996.0,short,17.0,18.7,22.6
2021,EP162021,35.0,40.0,65.0,43.5,37.5,30.0,25.0,55.0,1006.0,999.0,987.0,short,14.6,18.6,25.1
2022,EP162022,35.0,45.0,115.0,85.5,31.5,80.0,70.0,150.0,1006.0,998.0,954.0,medium,14.1,19.3,23.2
2023,EP162023,35.0,35.0,60.0,22.5,7.5,25.0,25.0,50.0,1003.0,1000.0,990.0,short,15.8,17.3,17.9
1982,EP171982,35.0,25.0,45.0,43.5,97.5,10.0,20.0,30.0,,,,medium,12.6,13.7,18.6
1983,EP171983,35.0,20.0,125.0,61.5,223.5,90.0,105.0,195.0,,,,long,12.3,12.4,22.0
1984,EP171984,35.0,30.0,100.0,70.5,49.5,65.0,70.0,135.0,,,,medium,12.8,19.4,24.5
1985,EP171985,35.0,30.0,125.0,163.5,67.5,90.0,95.0,185.0,,,,long,15.3,17.2,25.6
1986,EP171986,35.0,55.0,125.0,73.5,76.5,90.0,70.0,160.0,,,,medium,10.5,13.4,23.1
1987,EP171987,35.0,20.0,120.0,85.5,73.5,85.0,100.0,185.0,,,,medium,12.2,15.1,22.0
1989,EP171989,35.0,20.0,45.0,25.5,73.5,10.0,25.0,35.0,1007.0,1012.0,1000.0,short,14.6,15.9,20.1
1990,EP171990,35.0,20.0,70.0,109.5,103.5,35.0,50.0,85.0,1005.0,1011.0,983.0,long,13.1,21.1,22.9
1992,EP171992,35.0,25.0,125.0,73.5,211.5,90.0,100.0,190.0,1005.0,1010.0,934.0,long,10.1,14.0,19.2
1994,EP171994,35.0,20.0,130.0,67.5,103.5,95.0,110.0,205.0,1005.0,1010.0,923.0,medium,12.9,17.8,22.1
1997,EP171997,35.0,25.0,60.0,28.5,361.5,25.0,35.0,60.0,1007.0,1009.0,989.0,long,11.7,14.5,19.0
2000,EP172000,35.0,20.0,55.0,19.5,157.5,20.0,35.0,55.0,1005.0,1008.0,994.0,medium,15.3,15.4,21.0
2001,EP172001,35.0,30.0,75.0,43.5,43.5,40.0,45.0,85.0,1005.0,1009.0,980.0,short,12.5,16.5,18.8
2006,EP172006,35.0,25.0,90.0,49.5,64.5,55.0,65.0,120.0,1002.0,1006.0,970.0,medium,15.8,16.3,24.7
2009,EP172009,35.0,30.0,50.0,19.5,28.5,15.0,20.0,35.0,1005.0,1006.0,997.0,short,15.9,17.0,17.4
2012,EP172012,35.0,30.0,45.0,19.5,82.5,10.0,15.0,25.0,1004.0,1007.0,1001.0,medium,14.3,14.4,12.7
2013,EP172013,35.0,30.0,110.0,37.5,208.5,75.0,80.0,155.0,1003.0,1007.0,951.0,long,14.2,16.4,19.6
2014,EP172014,35.0,28.0,65.0,49.5,106.5,30.0,37.0,67.0,1007.0,1005.0,979.0,medium,11.4,16.0,22.4
2015,EP172015,35.0,38.0,70.0,46.5,34.5,35.0,32.0,67.0,1004.0,1003.0,987.0,short,13.3,16.6,16.1
2016,EP172016,35.0,40.0,80.0,37.5,22.5,45.0,40.0,85.0,1004.0,1002.0,979.0,short,16.8,22.0,26.0
2017,EP172017,35.0,30.0,65.0,37.5,94.5,30.0,35.0,65.0,1004.0,1006.0,985.0,medium,16.9,18.9,21.8
2018,EP172018,35.0,35.0,115.0,121.5,172.5,80.0,80.0,160.0,1004.0,1007.0,951.0,long,15.4,18.9,19.0
2020,EP172020,35.0,33.0,45.0,37.5,58.5,10.0,12.0,22.0,1003.0,1006.0,1001.0,short,17.2,19.6,21.5
2021,EP172021,35.0,50.0,90.0,61.5,13.5,55.0,40.0,95.0,1005.0,997.0,977.0,short,12.9,17.2,19.0
2022,EP172022,35.0,33.0,40.0,25.5,10.5,5.0,7.0,12.0,1006.0,1007.0,1005.0,short,15.9,17.5,18.0
2023,EP172023,35.0,32.0,115.0,43.5,94.5,80.0,83.0,163.0,1004.0,997.0,939.0,medium,12.9,16.9,24.6
1982,EP181982,35.0,25.0,110.0,85.5,145.5,75.0,85.0,160.0,,,,long,9.3,13.7,18.8
